red_fighter_name;blue_fighter_name;date;red_fighter_total_pts;blue_fighter_total_pts
JACOB MALKOUN;PHILLIP HAWES;10/24/2020;['-', '-', '-'];['-', '-', '-']
COLE WILLIAMS;JASON WITT;10/31/2020;['8', '9', '8'];['10', '10', '10']
CHARLES OLIVEIRA;ISLAM MAKHACHEV;10/23/2022;['9', '9', '9'];['10', '10', '10']
ANDREI ARLOVSKI;WALDO CORTES-ACOSTA;01/13/2024;['28', '28', '28'];['29', '29', '29']
KEVIN HOLLAND;MICHAEL PAGE;03/09/2024;['28', '28', '28'];['29', '29', '29']
PETR YAN;ALJAMAIN STERLING;03/06/2021;['29', '29', '28'];['28', '28', '29']
BRYAN BATTLE;ANGE LOOSA;03/16/2024;['10', '10', '10'];['9', '9', '9']
LANDON QUINONES;MARQUEL MEDEROS;02/03/2024;['28', '28', '28'];['29', '29', '29']
ALEX PEREZ;MUHAMMAD MOKAEV;03/02/2024;['28', '28', '28'];['29', '29', '29']
ROGERIO BONTORIN;KAI KARA-FRANCE;03/06/2021;['-', '-', '-'];['-', '-', '-']
MARIO BAUTISTA;TREVIN JONES;03/06/2021;['9', '10', '9'];['10', '9', '10']
MASON JONES;LUDOVIT KLEIN;07/23/2022;['27', '27', '27'];['30', '30', '30']
KAROLINA KOWALKIEWICZ;JESSICA PENNE;08/07/2021;['-', '-', '-'];['-', '-', '-']
ZHANG MINGYANG;BRENDSON RIBEIRO;02/17/2024;['-', '-', '-'];['-', '-', '-']
JESUS AGUILAR;MATEUS MENDONCA;02/24/2024;['29', '29', '28'];['28', '28', '29']
PHIL ROWE;ORION COSCE;07/31/2021;['9', '9', '9'];['10', '10', '10']
MANDY BOHM;VICTORIA LEONARDO;07/23/2022;['27', '27', '27'];['30', '30', '30']
CURTIS BLAYDES;TOM ASPINALL;07/23/2022;['-', '-', '-'];['-', '-', '-']
STEVE GARCIA;SEUNG WOO CHOI;07/20/2024;['-', '-', '-'];['-', '-', '-']
DUSTIN JACOBY;KENNEDY NZECHOKWU;08/05/2023;['-', '-', '-'];['-', '-', '-']
JOSH PARISIAN;MARTIN BUDAY;08/12/2023;['-', '-', '-'];['-', '-', '-']
TOM ASPINALL;CURTIS BLAYDES;07/27/2024;['-', '-', '-'];['-', '-', '-']
COURT MCGEE;RAMIZ BRAHIMAJ;01/15/2022;['30', '30', '30'];['27', '27', '27']
ANDRE PETROSKI;DYLAN BUDKA;09/07/2024;['30', '30', '30'];['27', '27', '27']
POLYANA VIANA;IASMIN LUCINDO;08/12/2023;['10', '9', '9'];['9', '10', '10']
MANUEL TORRES;IGNACIO BAHAMONDES;09/14/2024;['-', '-', '-'];['-', '-', '-']
JOHNNY WALKER;VOLKAN OEZDEMIR;06/22/2024;['-', '-', '-'];['-', '-', '-']
STEPHEN THOMPSON;BELAL MUHAMMAD;12/18/2021;['25', '26', '26'];['30', '30', '30']
MARLON MORAES;SONG YADONG;03/12/2022;['-', '-', '-'];['-', '-', '-']
JJ ALDRICH;GILLIAN ROBERTSON;03/12/2022;['30', '30', '30'];['27', '27', '27']
GEOFF NEAL;SANTIAGO PONZINIBBIO;12/11/2021;['30', '28', '29'];['27', '29', '28']
MAYRA BUENO SILVA;MACY CHIASSON;06/29/2024;['10', '10', '10'];['9', '9', '9']
MIKE MALOTT;TREVIN GILES;11/02/2024;['29', '30', '29'];['28', '27', '28']
JOSELYNE EDWARDS;LUCIE PUDILOVA;04/15/2023;['29', '28', '29'];['28', '29', '28']
CESAR ALMEIDA;IHOR POTIERIA;10/05/2024;['30', '29', '30'];['27', '28', '27']
BRADY HIESTAND;BATGEREL DANAA;04/22/2023;['18', '17', '18'];['20', '20', '20']
JONATHAN PEARCE;PAT SABATINI;10/12/2024;['-', '-', '-'];['-', '-', '-']
JIMMY CRUTE;JAMAHAL HILL;12/04/2021;['-', '-', '-'];['-', '-', '-']
MARINA RODRIGUEZ;IASMIN LUCINDO;10/05/2024;['29', '28', '28'];['28', '29', '29']
JAI HERBERT;ILIA TOPURIA;03/19/2022;['10', '10', '10'];['9', '9', '9']
BRUNA BRASIL;DENISE GOMES;04/15/2023;['9', '9', '9'];['10', '10', '10']
CHARLES JOURDAIN;VICTOR HENRY;11/02/2024;['10', '10', '10'];['9', '9', '9']
DANIEL RODRIGUEZ;ALEX MORONO;10/12/2024;['29', '29', '28'];['28', '28', '29']
MOHAMMED USMAN;JUNIOR TAFA;04/22/2023;['29', '29', '29'];['28', '28', '28']
LUDOVIT KLEIN;ROOSEVELT ROBERTS;09/28/2024;['30', '29', '29'];['27', '28', '28']
MUHAMMAD MOKAEV;CODY DURDEN;03/19/2022;['-', '-', '-'];['-', '-', '-']
JAQUELINE AMORIM;SAM HUGHES;04/08/2023;['28', '28', '28'];['29', '29', '29']
RAPHAEL ASSUNCAO;RICKY SIMON;12/18/2021;['9', '9', '9'];['10', '10', '10']
MUHAMMAD NAIMOY;FELIPE LIMA;06/22/2024;['20', '19', '18'];['18', '19', '20']
JOE PYFER;MARC-ANDRE BARRIAULT;06/29/2024;['-', '-', '-'];['-', '-', '-']
RAULIAN PAIVA;SEAN O'MALLEY;12/11/2021;['-', '-', '-'];['-', '-', '-']
ALEX PEREIRA;BRUNO SILVA;03/12/2022;['30', '30', '30'];['27', '27', '27']
JARED CANNONIER;CAIO BORRALHO;08/24/2024;['45', '46', '45'];['49', '48', '49']
DREW DOBER;JEAN SILVA;07/13/2024;['18', '18', '18'];['20', '20', '20']
EDGAR CHAIREZ;JOSHUA VAN;09/14/2024;['28', '28', '28'];['29', '29', '29']
TANNER BOSER;ALEKSA CAMUR;08/05/2023;['30', '30', '30'];['27', '27', '27']
SHAUNA BANNON;ALICE ARDELEAN;07/27/2024;['30', '29', '28'];['27', '28', '29']
SEDRIQUES DUMAS;DENIS TIULIULIN;08/03/2024;['29', '30', '29'];['28', '27', '28']
DA'MON BLACKSHEAR;JOSE JOHNSON;08/12/2023;['-', '-', '-'];['-', '-', '-']
ISLAM MAKHACHEV;THIAGO MOISES;07/17/2021;['30', '30', '30'];['27', '27', '27']
MARCOS ROGERIO DE LIMA;JUNIOR TAFA;02/17/2024;['10', '10', '10'];['9', '9', '8']
VINCE MORALES;DRAKO RODRIGUEZ;08/07/2021;['30', '29', '29'];['27', '28', '28']
NATHANIEL WOOD;CHARLES ROSA;07/23/2022;['30', '30', '30'];['26', '26', '27']
BRIAN ORTEGA;YAIR RODRIGUEZ;07/16/2022;['-', '-', '-'];['-', '-', '-']
JINH YU FREY;ASHLEY YODER;07/31/2021;['30', '30', '30'];['27', '27', '27']
MANUEL TORRES;CHRIS DUNCAN;02/24/2024;['-', '-', '-'];['-', '-', '-']
KENNEDY NZECHUKWU;CARLOS ULBERG;03/06/2021;['9', '9', '9'];['10', '10', '10']
SEAN STRICKLAND;ALEX PEREIRA;07/02/2022;['-', '-', '-'];['-', '-', '-']
VIVIANE ARAUJO;NATALIA SILVA;02/03/2024;['28', '28', '28'];['29', '29', '29']
NIKITA KRYLOV;MAGOMED ANKALAEV;02/27/2021;['28', '28', '28'];['29', '29', '29']
PETR YAN;SONG YADONG;03/09/2024;['29', '29', '29'];['28', '28', '28']
RICKY SIMON;MARIO BAUTISTA;01/13/2024;['28', '27', '27'];['29', '30', '30']
JEONG YEONG LEE;BLAKE BILDER;02/03/2024;['30', '30', '30'];['27', '27', '27']
CHRISTIAN RODRIGUEZ;ISAAC DULGARIAN;03/16/2024;['28', '27', '28'];['27', '28', '27']
ROBERT WHITTAKER;JARED CANNONIER;10/24/2020;['29', '29', '29'];['28', '28', '28']
VALENTINA SHEVCHENKO;JESSICA ANDRADE;04/24/2021;['20', '20', '20'];['17', '17', '17']
ADRIAN YANEZ;VICTOR RODRIGUEZ;10/31/2020;['-', '-', '-'];['-', '-', '-']
JIM MILLER;JOE SOLECKI;04/10/2021;['28', '27', '28'];['29', '30', '29']
NORA CORNOLLE;JOSELYNE EDWARDS;09/02/2023;['30', '30', '29'];['27', '27', '28']
KAROLINA;SILVANA;11/12/2022;['29', '29', '29'];['28', '28', '28']
DAN HOOKER;CLAUDIO PUELLES;11/12/2022;['10', '10', '10'];['9', '9', '9']
RINYA NAKAMURA;FERNIE GARCIA;08/26/2023;['30', '30', '30'];['26', '27', '27']
ANDREI ARLOVSKI;CHASE SHERMAN;04/17/2021;['29', '29', '29'];['28', '28', '28']
MAURICIO RUA;PAUL CRAIG;11/21/2020;['9', '10', '9'];['10', '9', '10']
KEVIN JOUSSET;KIEFER CROSBIE;09/10/2023;['-', '-', '-'];['-', '-', '-']
SU MUDAERJI;MALCOLM GORDON;11/28/2020;['-', '-', '-'];['-', '-', '-']
ANDREA LEE;MONTANA DE LA ROSA;06/08/2024;['29', '28', '28'];['28', '29', '29']
MONTANA DE LA ROSA;JJ ALDRICH;10/07/2023;['27', '27', '27'];['30', '30', '30']
DAN ARGUETA;MILES JOHNS;09/23/2023;['27', '27', '28'];['30', '30', '29']
MICKEY GALL;BASSIL HAFEZ;06/01/2024;['27', '27', '28'];['30', '30', '29']
SAID NURMAGOMEDOV;SAIDYOKUB KAKHRAMONOV;12/17/2022;['9', '9', '9'];['10', '10', '10']
BRAD RIDDELL;ALEX DA SILVA;09/27/2020;['29', '29', '29'];['28', '28', '28']
MAYRA BUENO SILVA;MARA ROMERO BORELLA;09/19/2020;['-', '-', '-'];['-', '-', '-']
BILLY QUARANTILLO;ALEXANDER HERNANDEZ;12/10/2022;['9', '9', '9'];['10', '10', '10']
MAHESHATE;STEVE GARCIA;06/12/2022;['-', '-', '-'];['-', '-', '-']
THIAGO MOISES;CHRISTOS GIAGOS;06/25/2022;['-', '-', '-'];['-', '-', '-']
JULIAN EROSA;FERNANDO PADILLA;04/29/2023;['-', '-', '-'];['-', '-', '-']
ALESSIO DI CHIRICO;ABDUL RAZAK ALHASSAN;08/28/2021;['-', '-', '-'];['-', '-', '-']
TOM ASPINALL;SERGHEI SPIVAC;09/04/2021;['-', '-', '-'];['-', '-', '-']
MATEUSZ REBECKI;NICK FIORE;01/14/2023;['30', '30', '30'];['26', '27', '27']
JOURNEY NEWSON;MARCUS MCGHEE;04/29/2023;['9', '9', '9'];['10', '10', '10']
URIAH HALL;ANDRE MUNIZ;07/02/2022;['27', '27', '27'];['30', '30', '30']
ALEXANDRE PANTOJA;BRANDON ROYVAL;08/21/2021;['10', '9', '10'];['9', '10', '9']
ANTHONY SMITH;ALEKSANDAR RAKIC;08/29/2020;['26', '27', '27'];['30', '30', '30']
PHILIP E LINS;MAXIM GRISHIN;06/03/2023;['29', '30', '29'];['28', '27', '28']
MAHESHATE;VACHESLAV BORSHCHEV;05/20/2023;['9', '9', '9'];['10', '10', '10']
KAROLINA KOWALKIEWICZ;VANESSA DEMOPOULOS;05/20/2023;['30', '30', '30'];['27', '27', '27']
MACKENZIE DERN;ANGELA HILL;05/20/2023;['49', '49', '49'];['44', '44', '43']
COLE SMITH;HUNTER AZURE;09/05/2020;['28', '28', '28'];['29', '29', '29']
AUSTIN LINGO;LUIS SALDANA;08/21/2021;['29', '29', '29'];['28', '28', '28']
DEREK BRUNSON;DARREN TILL;09/04/2021;['20', '20', '20'];['18', '18', '18']
BRAD TAVARES;DRICUS DU PLESSIS;07/02/2022;['28', '28', '28'];['29', '29', '29']
STEPHANIE EGGER;IRINA ALEKSEEVA;04/29/2023;['-', '-', '-'];['-', '-', '-']
CLAUDIO RIBEIRO;ABDUL RAZAK ALHASSAN;01/14/2023;['9', '9', '9'];['10', '10', '10']
RODOLFO VIEIRA;CODY BRUNDAGE;04/29/2023;['9', '9', '9'];['10', '10', '10']
JOSH PARISIAN;ALAN BAUDOT;06/25/2022;['9', '9', '10'];['10', '10', '9']
MAKHMUD MURADOV;GERALD MEERSCHAERT;08/28/2021;['10', '10', '10'];['9', '9', '9']
JESSICA-ROSE CLARK;SARAH ALPAR;09/19/2020;['20', '20', '20'];['18', '17', '18']
SEUNG WOO CHOI;JOSH CULIBAO;06/12/2022;['29', '28', '28'];['28', '29', '29']
CHRIS CURTIS;JOAQUIN BUCKLEY;12/10/2022;['9', '9', '9'];['10', '10', '10']
JAKE MATTHEWS;MATTHEW SEMELSBERGER;12/17/2022;['28', '28', '27'];['29', '29', '30']
DIEGO SANCHEZ;JAKE MATTHEWS;09/27/2020;['26', '26', '26'];['30', '30', '30']
TIM MEANS;ANDRE FIALHO;09/23/2023;['20', '20', '20'];['18', '18', '18']
AILIN PEREZ;JOSELYNE EDWARDS;06/01/2024;['29', '29', '30'];['28', '28', '27']
JOHN CASTANEDA;DANIEL MARCOS;06/08/2024;['27', '27', '27'];['30', '30', '30']
RAFAEL FIZIEV;MATEUSZ GAMROT;09/23/2023;['10', '10', '10'];['9', '10', '9']
KAY HANSEN;JASMINE JASUDAVICIUS;01/22/2022;['27', '28', '28'];['30', '29', '29']
LUKE SANDERS;NATE MANESS;11/28/2020;['10', '10', '10'];['9', '9', '9']
BRANDON MORENO;BRANDON ROYVAL;11/21/2020;['-', '-', '-'];['-', '-', '-']
CIRYL GANE;SERGHEI SPIVAC;09/02/2023;['10', '10', '10'];['9', '9', '9']
GIGA CHIKADZE;ALEX CACERES;08/26/2023;['30', '30', '30'];['27', '27', '27']
FRANKIE EDGAR;CHRIS GUTIERREZ;11/12/2022;['-', '-', '-'];['-', '-', '-']
ROBERT WHITTAKER;KELVIN GASTELUM;04/17/2021;['50', '50', '50'];['45', '45', '45']
MIKE PERRY;DANIEL RODRIGUEZ;04/10/2021;['27', '27', '26'];['30', '30', '30']
MATT FREVOLA;OTTMAN AZAITAR;11/12/2022;['-', '-', '-'];['-', '-', '-']
ANGE LOOSA;RHYS MCKEE;09/02/2023;['30', '29', '29'];['27', '28', '28']
CHRIS GRUETZEMACHER;ALEXANDER HERNANDEZ;10/31/2020;['-', '-', '-'];['-', '-', '-']
VALENTINA;JESSICA;04/24/2021;['20', '20', '20'];['17', '17', '17']
KHABIB NURMAGOMEDOV;JUSTIN GAETHJE;10/24/2020;['9', '10', '9'];['10', '9', '10']
LUANA CAROLINA;JULIJA STOLIARENKO;02/03/2024;['20', '20', '20'];['18', '18', '18']
PANNIE KIANZAD;MACY CHIASSON;03/16/2024;['-', '-', '-'];['-', '-', '-']
CURTIS BLAYDES;AILTON ALMEIDA;03/09/2024;['9', '9', '9'];['10', '10', '10']
PHIL HAWES;BRUNNO FERREIRA;01/13/2024;['-', '-', '-'];['-', '-', '-']
ALIASKHAB KHIZRIEY;MAKHMUD MURADOV;02/03/2024;['-', '-', '-'];['-', '-', '-']
MONTANA DE LA ROSA;MAYRA BUENO SILVA;02/27/2021;['28', '27', '28'];['2928', '2928', '2928']
SEAN BRADY;JAKE MATTHEWS;03/06/2021;['20', '20', '20'];['17', '18', '18']
ROBBIE LAWLER;BRYAN BARBERENA;07/02/2022;['10', '9', '10'];['9', '10', '9']
CLAUDIO SILVA;NICOLAS DALBY;07/23/2022;['28', '28', '27'];['29', '29', '29']
YAZMIN JAUREGUI;SAM HUGHES;02/24/2024;['30', '30', '30'];['27', '27', '27']
DANNY CHAVEZ;KAI KAMAKA;07/31/2021;['27', '28', '28'];['3Q29', '2928', '2928']
BOBBY GREEN;RAFAEL FIZIEV;08/07/2021;['28', '28', '27'];['29', '29', '30']
AMANDA LEMOS;MACKENZIE DERN;02/17/2024;['29', '29', '29'];['28', '28', '28']
NINA NUNES;DAMIR HADZOVIC;07/23/2022;['30', '30', '30'];['27', '26', '26']
BENOIT SAINT DENIS;HANNAH GOLDY;07/24/2021;['30', '30', '30'];['27', '27', '27']
JULIO ARCE;BELAL MUHAMMAD;07/27/2024;['47', '47', '46'];['48', '48', '49']
BOBBY GREEN;LUANA SANTOS;08/12/2023;['-', '-', '-'];['-', '-', '-']
NATHANIEL WOOD;LUDOVIT KLEIN;08/05/2023;['28', '28', '27'];['29', '29', '30']
TIM MEANS;VIRNA JANDIROBA;07/20/2024;['9', '9', '10'];['10', '10', '9']
ALEXA GRASSO;AORIQILENG;09/14/2024;['29', '29', '29'];['28', '28', '28']
NIKO PRICE;TABATHA RICCI;08/24/2024;['28', '28', '28'];['29', '29', '29']
EDUARDA MOURA;ANGE LOOSA;07/13/2024;['30', '30', '29'];['27', '27', '28']
DON'TALE MAYES;CODY GARBRANDT;12/11/2021;['-', '-', '-'];['-', '-', '-']
VANESSA DEMOPOULOS;MICHAEL PAGE;06/29/2024;['29', '29', '29'];['28', '28', '28']
MARION RENEAU;TERRANCE MCKINNEY;03/12/2022;['-', '-', '-'];['-', '-', '-']
JOSH PARISIAN;STEVE GARCIA;04/08/2023;['10', '10', '10'];['9', '9', '9']
MIGUEL BAEZA;ELISE REED;03/19/2022;['30', '28', '28'];['27', '29', '29']
JOAQUIN BUCKLEY;DA WOON JUNG;09/28/2024;['30', '30', '30'];['27', '27', '27']
MODESTAS BUKAUSKAS;JARED GORDON;06/22/2024;['29', '29', '28'];['28', '28', '29']
JEREMIAH WELLS;ANGELA HILL;12/18/2021;['28', '30', '29'];['29', '27', '28']
IAN GARRY;NORMA DUMONT;04/22/2023;['28', '28', '28'];['29', '29', '29']
JP BUYS;RAFA GARCIA;10/12/2024;['10', '10', '10'];['9', '9', '9']
CAIO BORRALHO;DANIEL ZELLHUBER;04/15/2023;['27', '28', '27'];['29', '29', '30']
EDSON BARBOZA;LUANA CAROLINA;03/19/2022;['20', '20', '20'];['18', '18', '17']
BRIAN KELLEHER;JOAQUIN BUCKLEY;10/05/2024;['19', '18', '20'];['19', '20', '18']
IMPA KASANGANAY;PEDRO MUNHOZ;11/02/2024;['30', '29', '29'];['27', '28', '28']
KHAMZAT CHIMAEV;GERALD MEERSCHAERT;12/18/2021;['19', '19', '20'];['19', '19', '18']
EDMEN SHAHBAZYAN;ALEXANDER VOLKOV;06/22/2024;['27', '28', '27'];['30', '29', '30']
PADDY PIMBLETT;MAKWAN AMIRKHANI;03/19/2022;['-', '-', '-'];['-', '-', '-']
SHANE YOUNG;JAVID BASHARAT;03/12/2022;['28', '27', '27'];['29', '30', '30']
ORION COSCE;ODE OSBOURNE;09/14/2024;['29', '29', '29'];['27', '28', '27']
DANIEL SANTOS;DANIEL LACERDA;03/25/2023;['9', '8', '9'];['10', '10', '10']
VINCE MORALES;YANIS GHEMMOUR;06/29/2024;['-', '-', '-'];['-', '-', '-']
BRYAN BATTLE;MATT SAYLES;12/18/2021;['10', '10', '10'];['9', '9', '9']
ALEX CACERES;BRENDSON RIBEIRO;11/02/2024;['28', '29', '28'];['29', '28', '29']
ALESSIO DI CHIRICO;JULIANNA PENA;10/05/2024;['47', '48', '47'];['48', '47', '48']
JESSICA-ROSE CLARK;TJ BROWN;04/15/2023;['9', '9', '9'];['10', '10', '10']
RICKY TURCIOS;KAROL ROSA;03/26/2022;['29', '29', '29'];['28', '28', '28']
ANDREI ARLOVSKI;NIKO PRICE;10/12/2024;['30', '30', '30'];['27', '27', '27']
ILIR LATIFI;ARNOLD ALLEN;04/15/2023;['49', '48', '49'];['46', '47', '46']
JAN BLACHOWICZ;UMAR NURMAGOMEDOV;03/05/2022;['-', '-', '-'];['-', '-', '-']
WILLIAM KNIGHT;MARCIN PRACHNIO;07/27/2024;['19', '20', '19'];['19', '18', '19']
JOHNNY WALKER;JAKE HADLEY;08/05/2023;['30', '30', '30'];['27', '27', '27']
ERIN BLANCHFIELD;ISAAC DULGARIAN;08/12/2023;['3', '-', 'TOTA'];['TOTA', '-', 'WHITE JUDGE']
JAIRZINHO ROZENSTRUIK;GIGA CHIKADZE;07/27/2024;['29', '29', '29'];['28', '28', '28']
SONG YADONG;VANESSA DEMOPOULOS;09/07/2024;['-', '-', '-'];['-', '-', '-']
RAULIAN PAIVA;CODY DURDEN;09/07/2024;['9', '9', '10'];['10', '10', '9']
VIVIANE ARAUJO;DIEGO LOPES;06/29/2024;['28', '28', '28'];['29', '29', '29']
DALCHA LUNGIAMBULA;ALEXANDER GUSTAFSSON;07/23/2022;['-', '-', '-'];['-', '-', '-']
ALEX MORONO;PAULO COSTA;02/17/2024;['29', '29', '30'];['28', '28', '27']
JIM MILLER;ODE OSBOURNE;08/07/2021;['-', '-', '-'];['-', '-', '-']
IASMIN LUCINDO;JARED GOODEN;07/31/2021;['-', '-', '-'];['-', '-', '-']
ANTONINA SHEVCHENKO;DANIEL LACERDA;02/24/2024;['-', '-', '-'];['-', '-', '-']
THIAGO MOISES;SUMUDAERJI;07/16/2022;['10', '10', '10'];['9', '9', '9']
SPIKE CARLYLE;RODRIGO NASCIMENTO;07/1/2021;['10', '10', '10'];['8', '9', '9']
LEONARDO SANTOS;TAYLOR LAPILUS;01/13/2024;['30', '30', '30'];['27', '27', '27']
THIAGO SANTOS;BENOIT SAINT-DENIS;03/09/2024;['9', '9', '9'];['10', '10', '10']
CODY STAMANN;ODE OSBOURNE;03/16/2024;['-', '-', '-'];['-', '-', '-']
AORI QILENG;DIANA BELBITA;02/03/2024;['-', '-', '-'];['-', '-', '-']
KEVIN HOLLAND;BRUNA BRASIL;02/10/2024;['29', '29', '29'];['28', '28', '28']
RANDY BROWN;ASKAR ASKAROV;03/06/2021;['27', '26', '27'];['30', '30', '30']
STEFAN STRUVE;SABINA MAZO;02/27/2021;['30', '30', '30'];['27', '26', '27']
CALVIN KATTAR;RICKY TURCIOS;07/09/2022;['29', '29', '29'];['28', '28', '28']
KEVIN HOLLAND;BOGDAN GUSKOV;09/02/2023;['-', '-', '-'];['-', '-', '-']
JALIN TURNER;NICOLAE;11/12/2022;['-', '-', '-'];['-', '-', '-']
SAM ALVEY;KEVIN HOLLAND;04/10/2021;['50', '50', '50'];['44', '44', '44']
MICHAEL TRIZANO;JUSTINE KISH;04/17/2021;['29', '28', '30'];['28', '29', '27']
MANON FIOROT;TEREZA BLEDA;11/19/2022;['19', '19', '19'];['19', '19', '19']
ERIN BLANCHFIELD;LUKASZ BRZESKI;08/26/2023;['-', '-', '-'];['-', '-', '-']
VANESSA DEMOPOULOS;LILIYA SHAKIROVA;10/24/2020;['10', '10', '10'];['9', '9', '9']
JESSICA PENNE;ANDRE FILI;10/31/2020;['29', '30', '30'];['28', '27', '27']
DOMINICK CRUZ;JEFF MOLINA;04/24/2021;['27', '28', '28'];['29', '29', '29']
DANIEL ZELLHUBER;MATEUS MENDONCA;10/07/2023;['-', '-', '-'];['-', '-', '-']
ALEX CACERES;DUSTIN POIRIER;06/01/2024;['39', '39', '38'];['37', '37', '38']
CHARALAMPOS GRIGORIOU;ALEXANDR ROMANOV;06/01/2024;['-', '-', '-'];['-', '-', '-']
NIKOLAS MOTTA;MONTSERRAT RENDON;09/23/2023;['28', '29', '28'];['29', '28', '29']
THEMBA GORIMBO;JARED GOODEN;11/21/2020;['30', '30', '30'];['27', '27', '27']
NATAN LEVY;KAI KAMAKA;11/28/2020;['9', '9', '9'];['10', '10', '10']
ANGELA HILL;FELIPE DOS SANTOS;09/10/2023;['30', '29', '29'];['27', '28', '28']
ANDREI ARLOVSKI;GILBERT URBINA;08/28/2021;['10', '9'];['9', '10']
DERRICK LEWIS;MICHAL OLEKSIEJCZUK;12/17/2022;['-', '-', '-'];['-', '-', '-']
VICTORIA LEONARDO;TAFON NCHUKWI;06/25/2022;['-', '-', '-'];['-', '-', '-']
MERAB DVALISHVILI;IKRAM ALISKEROV;05/06/2023;['-', '-', '-'];['-', '-', '-']
JACK HERMANSSON;BRUNO SILVA;04/22/2023;['-', 'TOTA', '-'];['-', 'TOTA', '-']
MICHELLE WATERSON-GOMEZ;SEAN O'MALLEY;07/02/2022;['10', '10', '9'];['9', '9', '10']
RONALDO RODRIGUEZ;LUIGL VENDRAMINI;09/04/2021;['-', '-', '-'];['-', '-', '-']
BRYAN BARBERENA;DANILO MARQUES;09/27/2020;['28', '28', '27'];['29', '29', '30']
FELIPE DOS SANTOS;MANEL KAPE;12/17/2022;['27', '27', '28'];['30', '30', '29']
GREGORY RODRIGUES;DANNY CHAVEZ;06/18/2022;['-', '-', '-'];['-', '-', '-']
JESSICA ANDRADE;ILIA TOPURIA;12/10/2022;['9', '9', '9'];['10', '10', '10']
JEREMIAH WELLS;DARREN STEWART;09/19/2020;['28', '29', '29'];['29', '28', '28']
MICK PARKIN;MUHAMMAD NAIMOV;06/03/2023;['10', '10', '10'];['9', '9', '9']
MOLLY MCCANN;VICTORIA LEONARDO;05/20/2023;['-', '-', '-'];['-', '-', '-']
JP BUYS;BILL ALGEO;08/29/2020;['29', '29', '29'];['27', '27', '27']
ZAK CUMMINGS;HANNAH CIFERS;08/29/2020;['8', '8', '8'];['10', '10', '10']
ROMAN DOLIDZE;CASEY KENNEY;08/07/2021;['30', '29', '28'];['27', '28', '29']
CLAUDIO PUELLES;ANGELA HILL;08/07/2021;['30', '29', '30'];['27', '28', '27']
BRANDON MORENO;IMPA KASANGANAY;08/29/2020;['27', '27', '27'];['30', '30', '30']
DUSTIN JACOBY;NICK FIORE;05/20/2023;['30', '30', '30'];['27', '26', '27']
JULIA POLASTRI;MUIN GAFUROV;06/03/2023;['29', '29', '29'];['2827', '28.27', '2827']
NIKITA KRYLOV;JAY PERRIN;12/10/2022;['-', '-', '-'];['-', '-', '-']
RICKY SIMON;RANDA MARKOS;09/19/2020;['-', '-', '-'];['-', '-', '-']
DIEGO FERREIRA;JEFF HUGHES;09/27/2020;['-', '-', '-'];['-', '-', '-']
RAQUEL PENNINGTON;GLORIA DE PAULA;06/18/2022;['29', '28', '29'];['28', '29', '28']
CUB SWANSON;JOURNEY NEWSON;12/17/2022;['30', '29', '29'];['27', '28', '28']
SABINA MAZO;JALIN TURNER;07/02/2022;['-', '-', '-'];['-', '-', '-']
NINA NUNES;JARED GORDON;04/22/2023;['-', '-', '-'];['-', '-', '-']
BENOIT SAINT DENIS;JI YEON KIM;09/04/2021;['29', '29', '29'];['28', '28', '28']
JULIO ARCE;BRADY HIESTAND;08/28/2021;['29', '28', '29'];['28', '29', '28']
BOBBY GREEN;CLAUDIO RIBEIRO;05/06/2023;['9', '9', '9'];['10', '10', '10']
NATHANIEL WOOD;TJ BROWN;06/25/2022;['29', '29', '29'];['28', '28', '28']
TIM MEANS;CORY MCKENNA;12/17/2022;['28', '28', '28'];['29', '29', '29']
ALEXA GRASSO;NORMA DUMONT;11/28/2020;['26', '26', '26'];['30', '30', '30']
NIKO PRICE;ALEXANDER VOLKOV;09/10/2023;['9', '9', '9'];['10', '10', '10']
EDUARDA MOURA;NICOLAS DALBY;11/21/2020;['27', '28', '28'];['30', '29', '29']
DON'TALE MAYES;ROMAN KOPYLOV;06/01/2024;['28', '27', '29'];['29', '30', '28']
VANESSA DEMOPOULOS;HANNAH GOLDY;09/23/2023;['29', '29', '29'];['28', '28', '28']
MARION RENEAU;DIANA BELBITA;10/07/2023;['30', '30', '30'];['27', '27', '27']
JOSH PARISIAN;PUJA TOMAR;06/08/2024;['27', '30', '28'];['30', '27', '29']
MIGUEL BAEZA;ARIANE CARNELOSSI;04/24/2021;['8', '19', '10'];['10', '19', '9']
JOAQUIN BUCKLEY;GREG HARDY;10/31/2020;['9', '9', '9'];['10', '10', '10']
MODESTAS BUKAUSKAS;ION CUTELABA;10/24/2020;['-', '-', '-'];['-', '-', '-']
JEREMIAH WELLS;JUAN ESPINO;04/17/2021;['29', '19', '29'];['28', '19', '28']
IAN GARRY;GARRETT ARMFIELD;08/26/2023;['-', '-', '-'];['-', '-', '-']
JP BUYS;ALEX PEREIRA;11/12/2022;['39', '39', '39'];['37', '37', '37']
CAIO BORRALHO;AMANDA LEMOS;11/05/2022;['19', '18', '19'];['19', '20', '19']
EDSON BARBOZA;YANIS GHEMMOUR;09/02/2023;['20', '20', '20'];['18', '18', '18']
BRIAN KELLEHER;SODIQ YUSUFF;04/10/2021;['29', '29', '29'];['28', '28', '28']
