red_fighter_name;blue_fighter_name;event_date;red_fighter_nickname;blue_fighter_nickname;red_fighter_result;blue_fighter_result;method;round;time;time_format;referee;details;bout_type;bonus;event_name;event_location;red_fighter_KD;blue_fighter_KD;red_fighter_sig_str;blue_fighter_sig_str;red_fighter_sig_str_pct;blue_fighter_sig_str_pct;red_fighter_total_str;blue_fighter_total_str;red_fighter_TD;blue_fighter_TD;red_fighter_TD_pct;blue_fighter_TD_pct;red_fighter_sub_att;blue_fighter_sub_att;red_fighter_rev;blue_fighter_rev;red_fighter_ctrl;blue_fighter_ctrl;red_fighter_sig_str_head;blue_fighter_sig_str_head;red_fighter_sig_str_body;blue_fighter_sig_str_body;red_fighter_sig_str_leg;blue_fighter_sig_str_leg;red_fighter_sig_str_distance;blue_fighter_sig_str_distance;red_fighter_sig_str_clinch;blue_fighter_sig_str_clinch;red_fighter_sig_str_ground;blue_fighter_sig_str_ground;red_fighter_sig_str_head_pct;blue_fighter_sig_str_head_pct;red_fighter_sig_str_body_pct;blue_fighter_sig_str_body_pct;red_fighter_sig_str_leg_pct;blue_fighter_sig_str_leg_pct;red_fighter_sig_str_distance_pct;blue_fighter_sig_str_distance_pct;red_fighter_sig_str_clinch_pct;blue_fighter_sig_str_clinch_pct;red_fighter_sig_str_ground_pct;blue_fighter_sig_str_ground_pct
Marina Rodriguez;Iasmin Lucindo;October 05, 2024;;;L;W;Decision - Split;3;5:00;3 Rnd (5-5-5);Marc Goddard;Steve Faragher 29 - 28. Mike Bell 28 - 29. Dan Furse 28 - 29.;Women's Strawweight Bout;-;UFC 307: Pereira vs. Rountree Jr.;Salt Lake City, Utah, USA;0;0;33 of 99;30 of 73;33;41;65 of 134;55 of 104;1 of 1;3 of 4;100;75;0;0;0;1;0:11;4:40;28 of 89;19 of 56;5 of 7;9 of 13;0 of 3;2 of 4;28 of 92;27 of 68;3 of 5;1 of 3;2 of 2;2 of 2;84;63;15;30;0;6;84;90;9;3;6;6
Austin Hubbard;Alexander Hernandez;October 05, 2024;Thud;The Great Ape;L;W;Decision - Split;3;5:00;3 Rnd (5-5-5);Tyler Tomlinson;Chris Lee 30 - 27. Dan Furse 28 - 29. Steve Faragher 28 - 29.;Lightweight Bout;-;UFC 307: Pereira vs. Rountree Jr.;Salt Lake City, Utah, USA;0;0;63 of 191;79 of 204;32;38;65 of 193;91 of 217;0 of 12;0 of 2;0;0;0;0;0;0;0:05;0:40;32 of 142;41 of 144;25 of 42;22 of 38;6 of 7;16 of 22;60 of 177;78 of 203;3 of 14;1 of 1;0 of 0;0 of 0;50;51;39;27;9;20;95;98;4;1;0;0
Cesar Almeida;Ihor Potieria;October 05, 2024;Cesinha;Duelist;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Dave Seljestad;Steve Faragher 27 - 30. Chris Lee 27 - 30. Dan Furse 27 - 30.;Middleweight Bout;-;UFC 307: Pereira vs. Rountree Jr.;Salt Lake City, Utah, USA;0;0;57 of 113;44 of 89;50;49;78 of 137;57 of 102;0 of 2;3 of 8;0;37;1;0;1;0;2:15;3:32;32 of 69;22 of 64;14 of 28;9 of 12;11 of 16;13 of 13;41 of 90;42 of 85;1 of 1;1 of 3;15 of 22;1 of 1;56;50;24;20;19;29;71;95;1;2;26;2
Ryan Spann;Ovince Saint Preux;October 05, 2024;Superman;;W;L;Submission;1;1:35;3 Rnd (5-5-5);Mike Beltran;Guillotine Choke Standing;Light Heavyweight Bout;perf;UFC 307: Pereira vs. Rountree Jr.;Salt Lake City, Utah, USA;0;0;9 of 20;7 of 10;45;70;9 of 20;7 of 10;0 of 0;0 of 1;---;0;1;0;0;0;0:03;0:03;5 of 13;2 of 3;2 of 5;0 of 2;2 of 2;5 of 5;9 of 20;7 of 10;0 of 0;0 of 0;0 of 0;0 of 0;55;28;22;0;22;71;100;100;0;0;0;0
Carla Esparza;Tecia Pennington;October 05, 2024;Cookie Monster;Tiny Tornado;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Tyler Tomlinson;Sal D'amato 28 - 29. Steve Faragher 28 - 29. Dan Furse 27 - 30.;Women's Strawweight Bout;-;UFC 307: Pereira vs. Rountree Jr.;Salt Lake City, Utah, USA;0;0;39 of 123;80 of 150;31;53;116 of 215;94 of 166;4 of 7;0 of 0;57;---;0;0;0;0;3:40;0:00;30 of 112;28 of 92;4 of 6;11 of 12;5 of 5;41 of 46;33 of 110;75 of 142;0 of 3;5 of 8;6 of 10;0 of 0;76;35;10;13;12;51;84;93;0;6;15;0
Court McGee;Tim Means;October 05, 2024;The Crusher;The Dirty Bird;W;L;Submission;1;3:19;3 Rnd (5-5-5);Jason Herzog;Rear Naked Choke;Welterweight Bout;-;UFC 307: Pereira vs. Rountree Jr.;Salt Lake City, Utah, USA;0;0;14 of 24;5 of 13;58;38;19 of 35;12 of 20;1 of 1;0 of 0;100;---;1;0;0;0;1:58;0:00;9 of 18;2 of 9;3 of 4;2 of 3;2 of 2;1 of 1;14 of 22;5 of 13;0 of 2;0 of 0;0 of 0;0 of 0;64;40;21;40;14;20;100;100;0;0;0;0
Renato Moicano;Benoit Saint Denis;September 28, 2024;;God of War;W;L;TKO - Doctor's Stoppage;2;5:00;5 Rnd (5-5-5-5-5);Marc Goddard;;Lightweight Bout;-;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;0;0;50 of 72;25 of 60;69;41;72 of 98;35 of 70;1 of 3;0 of 0;33;---;0;0;0;0;4:53;0:05;46 of 66;13 of 44;0 of 1;10 of 14;4 of 5;2 of 2;17 of 35;25 of 60;0 of 1;0 of 0;33 of 36;0 of 0;92;52;0;40;8;8;34;100;0;0;66;0
Nassourdine Imavov;Brendan Allen;September 28, 2024;The Sniper;All In;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;Sal D'amato 28 - 29. David Lethaby 28 - 29. Anders Ohlsson 28 - 29.;Middleweight Bout;-;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;0;0;57 of 86;30 of 52;66;57;79 of 114;56 of 82;0 of 0;1 of 10;---;10;0;0;0;0;5:47;6:06;51 of 80;20 of 41;5 of 5;4 of 5;1 of 1;6 of 6;37 of 59;20 of 38;7 of 9;6 of 10;13 of 18;4 of 4;89;66;8;13;1;20;64;66;12;20;22;13
William Gomis;Joanderson Brito;September 28, 2024;Jaguar;Tubarao;W;L;Decision - Split;3;5:00;3 Rnd (5-5-5);Rich Mitchell;Ben Cartlidge 28 - 29. Anders Ohlsson 29 - 28. Clemens Werner 28 - 29.;Featherweight Bout;-;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;0;0;43 of 71;29 of 67;60;43;69 of 101;57 of 105;0 of 3;3 of 6;0;50;0;2;1;0;3:52;6:40;16 of 35;9 of 39;18 of 27;5 of 8;9 of 9;15 of 20;30 of 57;23 of 60;13 of 14;2 of 3;0 of 0;4 of 4;37;31;41;17;20;51;69;79;30;6;0;13
Kevin Jousset;Bryan Battle;September 28, 2024;Air;The Butcher;L;W;KO/TKO;2;3:47;3 Rnd (5-5-5);Herb Dean;Punches to Head At Distance;Welterweight Bout;perf;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;0;0;58 of 97;97 of 170;59;57;63 of 107;118 of 194;0 of 2;0 of 3;0;0;0;0;0;0;0:12;3:31;31 of 66;79 of 146;10 of 12;17 of 23;17 of 19;1 of 1;46 of 84;80 of 145;12 of 13;17 of 25;0 of 0;0 of 0;53;81;17;17;29;1;79;82;20;17;0;0
Morgan Charriere;Gabriel Miranda;September 28, 2024;The Last Pirate;Fly;W;L;KO/TKO;2;0:27;3 Rnd (5-5-5);Marc Goddard;Punch to Head At Distance;Featherweight Bout;perf;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;1;0;19 of 28;11 of 38;67;28;28 of 37;17 of 45;2 of 2;1 of 4;100;25;0;0;1;0;2:12;1:07;15 of 23;7 of 23;1 of 1;3 of 11;3 of 4;1 of 4;10 of 17;9 of 34;2 of 3;2 of 4;7 of 8;0 of 0;78;63;5;27;15;9;52;81;10;18;36;0
Fares Ziam;Matt Frevola;September 28, 2024;Smile Killer;The SteamRolla;W;L;KO/TKO;3;2:59;3 Rnd (5-5-5);Loic Pora;Knee to Head In Clinch;Lightweight Bout;perf;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;1;0;58 of 94;16 of 59;61;27;69 of 107;25 of 72;4 of 4;1 of 3;100;33;1;1;1;1;4:43;2:47;44 of 77;7 of 44;11 of 14;7 of 12;3 of 3;2 of 3;45 of 75;9 of 49;7 of 9;7 of 10;6 of 10;0 of 0;75;43;18;43;5;12;77;56;12;43;10;0
Ion Cutelaba;Ivan Erslan;September 28, 2024;The Hulk;;W;L;Decision - Split;3;5:00;3 Rnd (5-5-5);Herb Dean;Anders Ohlsson 28 - 29. Damien Gluski 29 - 28. Clemens Werner 28 - 29.;Light Heavyweight Bout;-;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;0;0;45 of 120;39 of 69;37;56;80 of 161;63 of 101;3 of 12;1 of 2;25;50;0;0;0;1;1:59;5:19;24 of 93;29 of 59;9 of 14;7 of 7;12 of 13;3 of 3;38 of 112;33 of 61;6 of 7;5 of 6;1 of 1;1 of 2;53;74;20;17;26;7;84;84;13;12;2;2
Oumar Sy;Da Woon Jung;September 28, 2024;;Sseda;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Rich Mitchell;Ben Cartlidge 27 - 30. Sal D'amato 27 - 30. David Lethaby 27 - 30.;Light Heavyweight Bout;-;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;0;0;90 of 150;29 of 117;60;24;97 of 160;36 of 124;2 of 7;0 of 1;28;0;0;0;0;1;3:02;0:09;44 of 98;18 of 92;19 of 23;5 of 12;27 of 29;6 of 13;78 of 136;25 of 113;12 of 14;4 of 4;0 of 0;0 of 0;48;62;21;17;30;20;86;86;13;13;0;0
Ludovit Klein;Roosevelt Roberts;September 28, 2024;Mr. Highlight;The Predator;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Christophe Chapuis;Ludovic Dandine 27 - 30. Anders Ohlsson 28 - 29. Clemens Werner 28 - 29.;Lightweight Bout;-;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;0;0;45 of 95;24 of 60;47;40;107 of 181;58 of 104;2 of 3;0 of 3;66;0;0;0;0;0;8:51;0:43;22 of 65;10 of 43;15 of 22;10 of 12;8 of 8;4 of 5;28 of 66;19 of 50;9 of 10;4 of 9;8 of 19;1 of 1;48;41;33;41;17;16;62;79;20;16;17;4
Taylor Lapilus;Vince Morales;September 28, 2024;Double Impact;Vandetta;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marc Goddard;Mongi Zitouni 27 - 30. Ben Cartlidge 27 - 30. David Lethaby 27 - 30.;Bantamweight Bout;-;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;0;0;94 of 202;39 of 141;46;27;99 of 208;49 of 154;0 of 1;2 of 6;0;33;0;0;0;0;0:10;3:02;63 of 165;25 of 113;24 of 29;10 of 19;7 of 8;4 of 9;80 of 181;34 of 124;14 of 21;5 of 17;0 of 0;0 of 0;67;64;25;25;7;10;85;87;14;12;0;0
Ailin Perez;Daria Zhelezniakova;September 28, 2024;Fiona;Iron Lady;W;L;Submission;1;3:52;3 Rnd (5-5-5);Herb Dean;Arm Triangle From Half Guard;Women's Bantamweight Bout;-;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;0;0;7 of 12;5 of 12;58;41;22 of 27;12 of 21;2 of 4;1 of 1;50;100;1;0;0;0;1:42;0:39;5 of 7;4 of 10;0 of 1;1 of 2;2 of 4;0 of 0;3 of 8;4 of 11;1 of 1;0 of 0;3 of 3;1 of 1;71;80;0;20;28;0;42;80;14;0;42;20
Daniel Barez;Victor Altamirano;September 28, 2024;;El Magnifico;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Rich Mitchell;Ludovic Dandine 28 - 29. David Lethaby 28 - 29. Clemens Werner 28 - 29.;Flyweight Bout;-;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;1;0;67 of 130;71 of 177;51;40;78 of 142;76 of 184;0 of 0;0 of 1;---;0;0;0;0;0;1:09;0:00;34 of 90;28 of 105;18 of 22;28 of 54;15 of 18;15 of 18;61 of 122;71 of 177;0 of 0;0 of 0;6 of 8;0 of 0;50;39;26;39;22;21;91;100;0;0;8;0
Nora Cornolle;Jacqueline Cavalcanti;September 28, 2024;;;L;W;Decision - Split;3;5:00;3 Rnd (5-5-5);Christophe Chapuis;Mongi Zitouni 29 - 28. Sal D'amato 28 - 29. Anders Ohlsson 28 - 29.;Women's Bantamweight Bout;-;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;0;0;54 of 114;54 of 154;47;35;80 of 156;87 of 194;1 of 9;0 of 0;11;---;0;0;0;1;3:56;1:09;15 of 65;28 of 117;17 of 23;12 of 15;22 of 26;14 of 22;41 of 95;48 of 146;13 of 19;6 of 8;0 of 0;0 of 0;27;51;31;22;40;25;75;88;24;11;0;0
Bolaji Oki;Chris Duncan;September 28, 2024;The Zulu Warrior;The Problem;L;W;Submission;1;3:34;3 Rnd (5-5-5);Loic Pora;Guillotine Choke From Guard;Lightweight Bout;perf;UFC Fight Night: Moicano vs. Saint Denis;Paris, Ile-de-France, France;0;0;28 of 50;10 of 25;56;40;29 of 51;12 of 29;2 of 3;0 of 1;66;0;0;1;0;0;1:11;0:00;25 of 47;7 of 18;3 of 3;1 of 1;0 of 0;2 of 6;21 of 39;10 of 25;6 of 8;0 of 0;1 of 3;0 of 0;89;70;10;10;0;20;75;100;21;0;3;0
Sean O'Malley;Merab Dvalishvili;September 14, 2024;Suga;The Machine;L;W;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Herb Dean;Mike Bell 46 - 49. Sal D'amato 47 - 48. Chris Lee 47 - 48.;UFC Bantamweight Title Bout;belt;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;0;0;47 of 89;82 of 164;52;50;49 of 91;214 of 310;0 of 0;6 of 15;---;40;0;0;0;0;0:00;10:03;22 of 48;55 of 130;23 of 39;4 of 6;2 of 2;23 of 28;45 of 85;29 of 85;0 of 1;8 of 14;2 of 3;45 of 65;46;67;48;4;4;28;95;35;0;9;4;54
Alexa Grasso;Valentina Shevchenko;September 14, 2024;;Bullet;L;W;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Mark Smith;Ben Cartlidge 45 - 50. Eric Colon 45 - 50. Ron McCarthy 45 - 50.;UFC Women's Flyweight Title Bout;belt;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;0;0;18 of 100;45 of 80;18;56;153 of 245;193 of 233;1 of 4;8 of 12;25;66;2;0;0;0;0:49;16:04;8 of 74;38 of 71;3 of 10;3 of 5;7 of 16;4 of 4;16 of 98;39 of 72;1 of 1;2 of 2;1 of 1;4 of 6;44;84;16;6;38;8;88;86;5;4;5;8
Brian Ortega;Diego Lopes;September 14, 2024;T-City;;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marc Goddard;Mike Bell 26 - 30. Sal D'amato 27 - 30. Junichiro Kamijo 27 - 30.;Featherweight Bout;-;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;0;0;63 of 195;106 of 206;32;51;69 of 201;113 of 214;0 of 2;1 of 1;0;100;0;0;0;0;0:06;2:45;52 of 180;75 of 172;4 of 8;13 of 15;7 of 7;18 of 19;61 of 192;75 of 161;1 of 1;6 of 7;1 of 2;25 of 38;82;70;6;12;11;16;96;70;1;5;1;23
Daniel Zellhuber;Esteban Ribovics;September 14, 2024;Golden Boy;El Gringo;L;W;Decision - Split;3;5:00;3 Rnd (5-5-5);Jason Herzog;Eric Colon 28 - 29. Sal D'amato 29 - 28. Chris Lee 28 - 29.;Lightweight Bout;fight;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;1;0;121 of 308;156 of 345;39;45;121 of 308;156 of 345;0 of 1;0 of 0;0;---;0;0;0;0;0:15;0:00;83 of 255;103 of 276;33 of 48;32 of 48;5 of 5;21 of 21;117 of 304;154 of 342;4 of 4;2 of 3;0 of 0;0 of 0;68;66;27;20;4;13;96;98;3;1;0;0
Ronaldo Rodriguez;Ode Osbourne;September 14, 2024;Lazy Boy;The Jamaican Sensation;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;Junichiro Kamijo 28 - 29. Adalaide Byrd 27 - 29. Ron McCarthy 27 - 29.;Flyweight Bout;-;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;0;1;35 of 69;37 of 68;50;54;68 of 117;55 of 93;1 of 2;1 of 3;50;33;0;2;1;1;9:14;1:07;29 of 61;28 of 59;1 of 2;4 of 4;5 of 6;5 of 5;10 of 31;22 of 46;0 of 0;0 of 0;25 of 38;15 of 22;82;75;2;10;14;13;28;59;0;0;71;40
Irene Aldana;Norma Dumont;September 14, 2024;;The Immortal;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;Mike Bell 27 - 30. Sal D'amato 27 - 30. Chris Lee 27 - 30.;Women's Bantamweight Bout;-;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;0;0;69 of 183;159 of 309;37;51;69 of 183;159 of 309;0 of 0;0 of 5;---;0;0;0;0;0;0:05;0:00;47 of 145;89 of 229;12 of 23;34 of 42;10 of 15;36 of 38;67 of 180;156 of 305;2 of 3;3 of 4;0 of 0;0 of 0;68;55;17;21;14;22;97;98;2;1;0;0
Manuel Torres;Ignacio Bahamondes;September 14, 2024;El Loco;La Jaula;L;W;KO/TKO;1;4:02;3 Rnd (5-5-5);Marc Goddard;Punch to Head At Distance;Lightweight Bout;perf;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;0;2;20 of 43;31 of 58;46;53;20 of 43;36 of 63;0 of 0;0 of 0;---;---;0;0;0;0;0:20;0:38;9 of 30;25 of 46;10 of 10;3 of 4;1 of 3;3 of 8;12 of 35;11 of 25;8 of 8;4 of 4;0 of 0;16 of 29;45;80;50;9;5;9;60;35;40;12;0;51
Yazmin Jauregui;Ketlen Souza;September 14, 2024;;Esquentadinha;L;W;Submission;1;3:02;3 Rnd (5-5-5);Jason Herzog;Rear Naked Choke;Women's Strawweight Bout;perf;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;0;1;35 of 73;21 of 35;47;60;35 of 73;21 of 35;0 of 2;0 of 0;0;---;0;1;0;0;0:00;0:15;18 of 52;12 of 25;8 of 10;6 of 7;9 of 11;3 of 3;29 of 66;16 of 30;5 of 5;4 of 4;1 of 2;1 of 1;51;57;22;28;25;14;82;76;14;19;2;4
Edgar Chairez;Joshua Van;September 14, 2024;Puro Chicali;The Fearless;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;Adalaide Byrd 28 - 29. Ben Cartlidge 28 - 29. Chris Lee 28 - 29.;Flyweight Bout;-;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;0;0;79 of 189;118 of 200;41;59;87 of 197;183 of 276;0 of 2;3 of 3;0;100;1;0;0;0;0:27;4:26;46 of 145;79 of 155;12 of 18;24 of 30;21 of 26;15 of 15;77 of 187;109 of 187;2 of 2;4 of 4;0 of 0;5 of 9;58;66;15;20;26;12;97;92;2;3;0;4
Raul Rosas Jr.;Aoriqileng;September 14, 2024;El Nino Problema;The Mongolian Murderer;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;Junichiro Kamijo 28 - 29. Ron McCarthy 28 - 29. Tony Weeks 28 - 29.;Bantamweight Bout;-;UFC 306: Riyadh Season Noche UFC;Las Vegas, Nevada, USA;0;0;41 of 94;22 of 54;43;40;98 of 158;80 of 118;3 of 7;0 of 0;42;---;0;0;0;0;7:32;0:00;21 of 59;12 of 43;7 of 20;10 of 11;13 of 15;0 of 0;27 of 70;22 of 54;0 of 0;0 of 0;14 of 24;0 of 0;51;54;17;45;31;0;65;100;0;0;34;0
Gilbert Burns;Sean Brady;September 07, 2024;Durinho;;L;W;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Herb Dean;Chris Lee 45 - 50. Bryan Miner 45 - 50. David Lethaby 46 - 49.;Welterweight Bout;-;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;0;0;47 of 97;130 of 217;48;59;76 of 126;274 of 368;1 of 6;7 of 17;16;41;0;0;0;0;2:43;10:34;25 of 72;97 of 179;19 of 21;12 of 16;3 of 4;21 of 22;32 of 80;118 of 202;15 of 17;11 of 13;0 of 0;1 of 2;53;74;40;9;6;16;68;90;31;8;0;0
Jessica Andrade;Natalia Silva;September 07, 2024;Bate Estaca;;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Kerry Hatley;Adalaide Byrd 27 - 30. Junichiro Kamijo 27 - 30. Chris Lee 27 - 30.;Women's Flyweight Bout;fight;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;0;0;50 of 140;117 of 208;35;56;62 of 153;119 of 211;0 of 1;0 of 1;0;0;0;0;0;0;2:11;0:49;33 of 114;67 of 151;13 of 20;38 of 45;4 of 6;12 of 12;48 of 136;106 of 197;2 of 4;9 of 9;0 of 0;2 of 2;66;57;26;32;8;10;96;90;4;7;0;1
Steve Garcia;Kyle Nelson;September 07, 2024;Mean Machine;The Monster;W;L;KO/TKO;1;3:59;3 Rnd (5-5-5);Mark Smith;Elbows to Head From Half Guard;Featherweight Bout;perf;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;0;0;22 of 37;1 of 2;59;50;39 of 62;31 of 36;0 of 0;0 of 0;---;---;0;0;1;0;1:36;2:13;20 of 35;0 of 1;1 of 1;0 of 0;1 of 1;1 of 1;2 of 3;1 of 2;0 of 0;0 of 0;20 of 34;0 of 0;90;0;4;0;4;100;9;100;0;0;90;0
Matt Schnell;Cody Durden;September 07, 2024;Danger;Custom Made;L;W;Submission;2;0:29;3 Rnd (5-5-5);Chris Tognoni;Guillotine Choke On Ground;Bantamweight Bout;perf;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;0;0;40 of 83;34 of 78;48;43;40 of 83;37 of 81;0 of 1;0 of 0;0;---;0;1;0;0;0:00;0:10;32 of 73;31 of 73;3 of 3;3 of 5;5 of 7;0 of 0;38 of 81;34 of 78;2 of 2;0 of 0;0 of 0;0 of 0;80;91;7;8;12;0;95;100;5;0;0;0
Trevor Peek;Yanal Ashmouz;September 07, 2024;;Red Fox;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;Junichiro Kamijo 27 - 30. Chris Lee 28 - 29. David Lethaby 28 - 29.;Lightweight Bout;-;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;0;0;55 of 107;42 of 66;51;63;63 of 115;85 of 124;0 of 1;9 of 18;0;50;0;0;0;0;0:30;8:16;29 of 78;26 of 48;18 of 21;9 of 11;8 of 8;7 of 7;48 of 99;19 of 41;7 of 8;18 of 20;0 of 0;5 of 5;52;61;32;21;14;16;87;45;12;42;0;11
Rongzhu;Chris Padilla;September 07, 2024;;Taco;L;W;TKO - Doctor's Stoppage;2;4:14;3 Rnd (5-5-5);Kerry Hatley;Eye injury to Rongzhu;Lightweight Bout;-;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;0;0;49 of 88;68 of 105;55;64;49 of 88;73 of 110;0 of 0;0 of 1;---;0;0;0;0;0;0:12;0:00;26 of 61;36 of 51;12 of 13;8 of 12;11 of 14;24 of 42;43 of 81;62 of 98;6 of 7;6 of 7;0 of 0;0 of 0;53;52;24;11;22;35;87;91;12;8;0;0
Isaac Dulgarian;Brendon Marotte;September 07, 2024;The Midwest Choppa;The Kid;W;L;Submission;2;4:19;3 Rnd (5-5-5);Mark Smith;Arm Triangle From Mount;Featherweight Bout;-;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;0;0;41 of 56;3 of 7;73;42;102 of 147;22 of 27;2 of 2;0 of 0;100;---;2;0;0;0;9:12;0:00;41 of 56;2 of 6;0 of 0;1 of 1;0 of 0;0 of 0;2 of 4;2 of 6;0 of 0;0 of 0;39 of 52;1 of 1;100;66;0;33;0;0;4;66;0;0;95;33
Felipe dos Santos;Andre Lima;September 07, 2024;Lipe Detona;Mascote;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;Chris Lee 27 - 30. Junichiro Kamijo 28 - 29. Adalaide Byrd 28 - 29.;Flyweight Bout;-;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;0;0;38 of 76;18 of 37;50;48;69 of 122;43 of 70;0 of 8;2 of 2;0;100;0;2;0;0;0:41;9:00;14 of 45;5 of 21;14 of 19;6 of 7;10 of 12;7 of 9;33 of 68;14 of 33;5 of 7;4 of 4;0 of 1;0 of 0;36;27;36;33;26;38;86;77;13;22;0;0
Yizha;Gabriel Santos;September 07, 2024;;Mosquitinho;L;W;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Kerry Hatley;Adalaide Byrd 26 - 30. David Lethaby 26 - 30. Bryan Miner 27 - 30.;Featherweight Bout;-;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;0;1;41 of 92;76 of 112;44;67;96 of 160;110 of 150;0 of 4;2 of 2;0;100;0;0;0;0;0:04;6:35;26 of 71;45 of 79;8 of 13;17 of 18;7 of 8;14 of 15;40 of 90;53 of 85;0 of 0;5 of 5;1 of 2;18 of 22;63;59;19;22;17;18;97;69;0;6;2;23
Jaqueline Amorim;Vanessa Demopoulos;September 07, 2024;;Lil Monster;W;L;Submission;1;3:28;3 Rnd (5-5-5);Jacob Montalvo;Armbar From Back Control;Women's Strawweight Bout;-;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;0;0;2 of 3;2 of 6;66;33;12 of 16;3 of 7;1 of 1;0 of 0;100;---;1;0;0;0;3:05;0:00;1 of 1;0 of 3;1 of 2;2 of 3;0 of 0;0 of 0;1 of 2;2 of 6;0 of 0;0 of 0;1 of 1;0 of 0;50;0;50;100;0;0;50;100;0;0;50;0
Andre Petroski;Dylan Budka;September 07, 2024;;The Mindless Hulk;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;Chris Lee 27 - 30. David Lethaby 27 - 30. Rick Winter 27 - 30.;Middleweight Bout;-;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;0;0;23 of 46;17 of 53;50;32;78 of 109;23 of 59;3 of 5;0 of 0;60;---;0;0;0;0;9:20;0:00;16 of 36;14 of 48;5 of 8;3 of 3;2 of 2;0 of 2;17 of 38;13 of 49;1 of 1;4 of 4;5 of 7;0 of 0;69;82;21;17;8;0;73;76;4;23;21;0
Zygimantas Ramaska;Nathan Fletcher;September 07, 2024;;;L;W;Submission;2;1:14;3 Rnd (5-5-5);Herb Dean;Arm Triangle From Mount;Featherweight Bout;-;UFC Fight Night: Burns vs. Brady;Las Vegas, Nevada, USA;0;0;6 of 10;14 of 20;60;70;12 of 16;40 of 47;0 of 0;4 of 6;---;66;1;1;2;0;1:51;3:10;5 of 8;13 of 18;1 of 2;0 of 1;0 of 0;1 of 1;2 of 5;6 of 7;4 of 5;0 of 0;0 of 0;8 of 13;83;92;16;0;0;7;33;42;66;0;0;57
