red_fighter_name;blue_fighter_name;event_date;red_fighter_result;blue_fighter_result;method;bout_type;bonus;red_fighter_total_pts;blue_fighter_total_pts
COURT MCGEE;RAMIZ BRAHIMAJ;15/01/2022;W;L;Decision - Unanimous;Welterweight Bout;-;30 30 30;27 27 27
BRIAN KELLEHER;KEVIN CROOM;15/01/2022;W;L;Decision - Unanimous;Featherweight Bout;-;30 30 29;27 27 28
TJ BROWN;CHARLES ROSA;15/01/2022;W;L;Decision - Unanimous;Lightweight Bout;-;29 29 29;28 28 28
DERRICK LEWIS;CHRIS DAUKAUS;18/12/2021;W;L;KO/TKO;Heavyweight Bout;-;- - -;- - -
STEPHEN THOMPSON;BELAL MUHAMMAD;18/12/2021;L;W;Decision - Unanimous;Welterweight Bout;-;25 26 26;30 30 30
AMANDA LEMOS;ANGELA HILL;18/12/2021;W;L;Decision - Split;Women's Strawweight Bout;fight;28 30 29;29 27 28
RAPHAEL ASSUNCAO;RICKY SIMON;18/12/2021;L;W;KO/TKO;Bantamweight Bout;-;9 9 9;10 10 10
DIEGO FERREIRA;MATEUSZ GAMROT;18/12/2021;L;W;KO/TKO;Lightweight Bout;-;9 9 9;10 10 10
CUB SWANSON;DARREN ELKINS;18/12/2021;W;L;KO/TKO;Featherweight Bout;perf;- - -;- - -
DUSTIN STOLTZFUS;GERALD MEERSCHAERT;18/12/2021;L;W;Submission;Middleweight Bout;-;19 19 20;19 19 18
JUSTIN TAFA;HARRY HUNSUCKER;18/12/2021;W;L;KO/TKO;Heavyweight Bout;-;- - -;- - -
SIJARA EUBANKS;MELISSA GATTO;18/12/2021;L;W;KO/TKO;Women's Flyweight Bout;perf;19 19 19;19 19 19
CHARLES JOURDAIN;ANDRE EWELL;18/12/2021;W;L;Decision - Unanimous;Featherweight Bout;-;30 30 29;27 26 27
RAQUEL PENNINGTON;MACY CHIASSON;18/12/2021;W;L;Submission;Women's Featherweight Bout;-;9 10 10;10 9 9
DON'TALE MAYES;JOSH PARISIAN;18/12/2021;W;L;KO/TKO;Heavyweight Bout;-;20 20 20;18 18 18
JORDAN LEAVITT;MATT SAYLES;18/12/2021;W;L;Submission;Lightweight Bout;-;10 10 10;9 9 9
CHARLES OLIVEIRA;DUSTIN POIRIER;11/12/2021;W;L;Submission;UFC Lightweight Title Bout;belt;19 19 19;19 18 18
AMANDA NUNES;JULIANNA PENA;11/12/2021;L;W;Submission;UFC Women's Bantamweight Title Bout;belt;10 10 10;9 9 9
GEOFF NEAL;SANTIAGO PONZINIBBIO;11/12/2021;W;L;Decision - Split;Welterweight Bout;-;30 28 29;27 29 28
KAI KARA-FRANCE;CODY GARBRANDT;11/12/2021;W;L;KO/TKO;Flyweight Bout;perf;- - -;- - -
RAULIAN PAIVA;SEAN O'MALLEY;11/12/2021;L;W;KO/TKO;Bantamweight Bout;perf;- - -;- - -
JOSH EMMETT;DAN IGE;11/12/2021;W;L;Decision - Unanimous;Featherweight Bout;-;29 30 29;28 27 28
PEDRO MUNHOZ;DOMINICK CRUZ;11/12/2021;L;W;Decision - Unanimous;Bantamweight Bout;fight;28 28 28;29 29 29
AUGUSTO SAKAI;TAI TUIVASA;11/12/2021;L;W;KO/TKO;Heavyweight Bout;perf;9 9 9;10 10 10
JORDAN WRIGHT;BRUNO SILVA;11/12/2021;L;W;KO/TKO;Middleweight Bout;perf;- - -;- - -
ANDRE MUNIZ;ERYK ANDERS;11/12/2021;W;L;Submission;Middleweight Bout;-;- - -;- - -
MIRANDA MAVERICK;ERIN BLANCHFIELD;11/12/2021;L;W;Decision - Unanimous;Women's Flyweight Bout;-;27 27 27;30 30 30
RYAN HALL;DARRICK MINNER;11/12/2021;W;L;Decision - Unanimous;Featherweight Bout;-;30 29 30;27 27 27
RANDY COSTA;TONY KELLEY;11/12/2021;L;W;KO/TKO;Bantamweight Bout;-;9 9 9;10 10 10
GILLIAN ROBERTSON;PRISCILA CACHOEIRA;11/12/2021;W;L;Submission;Women's Flyweight Bout;-;- - -;- - -
ROB FONT;JOSE ALDO;04/12/2021;L;W;Decision - Unanimous;Bantamweight Bout;-;45 46 45;50 49 50
BRAD RIDDELL;RAFAEL FIZIEV;04/12/2021;L;W;KO/TKO;Lightweight Bout;perf;18 18 18;20 20 20
JIMMY CRUTE;JAMAHAL HILL;04/12/2021;L;W;KO/TKO;Light Heavyweight Bout;perf;- - -;- - -
CLAY GUIDA;LEONARDO SANTOS;04/12/2021;W;L;Submission;Lightweight Bout;perf;9 9 9;10 10 10
BRENDAN ALLEN;CHRIS CURTIS;04/12/2021;L;W;KO/TKO;Middleweight Bout;perf;9 9 9;10 10 10
ALEX MORONO;MICKEY GALL;04/12/2021;W;L;Decision - Unanimous;Welterweight Bout;-;30 30 30;27 27 27
MAKI PITOLO;DUSKO TODOROVIC;04/12/2021;L;W;KO/TKO;Middleweight Bout;-;- - -;- - -
MANEL KAPE;ZHALGAS ZHUMAGULOV;04/12/2021;W;L;KO/TKO;Flyweight Bout;-;- - -;- - -
BRYAN BARBERENA;DARIAN WEEKS;04/12/2021;W;L;Decision - Unanimous;Welterweight Bout;-;29 29 29;28 28 28
CHEYANNE VLISMAS;MALLORY MARTIN;04/12/2021;W;L;Decision - Unanimous;Women's Strawweight Bout;fight;29 29 30;28 28 27
ALONZO MENIFIELD;WILLIAM KNIGHT;04/12/2021;L;W;Decision - Unanimous;Light Heavyweight Bout;-;28 28 28;29 29 29
CLAUDIO PUELLES;CHRIS GRUETZEMACHER;04/12/2021;W;L;Submission;Lightweight Bout;-;20 20 20;18 18 18
LOUIS SMOLKA;VINCE MORALES;04/12/2021;L;W;KO/TKO;Bantamweight Bout;-;- - -;- - -
KETLEN VIEIRA;MIESHA TATE;20/11/2021;W;L;Decision - Unanimous;Women's Bantamweight Bout;-;48 48 49;47 47 46
